"","14-3-3_beta","14-3-3_epsilon_Caution","14-3-3_zeta","4E-BP1","4E-BP1_pS65","4E-BP1_pT37_T46","4E-BP1_pT70","53BP1","A-Raf_pS299_Caution","ACC_pS79","ACC1_Caution","Acetyl-a-Tubulin (Lys40)_Caution","ACVRL1_Caution","ADAR1","Akt","Akt_pS473","Akt_pT308","alpha-Catenin","AMPK_alpha_Caution","AMPK_pT172","Annexin 1","Annexin_VII","AR","ASNS","ATM","B-Raf_Caution","B-Raf_pS445","Bad_pS112","Bak_Caution","Bap1 c-4","Bax","Bcl-2","Bcl-xL","Beclin_Caution","beta-Catenin","beta-Catenin_pT41_S45","beta Actin_Caution","Bid_Caution","Bim(CST2933)","Bim(EP1036)","BRCA2_Caution","c-Jun_pS73","c-Kit","c-Met_Caution","c-Met_pY1235","c-Myc_Caution","C-Raf(BD610151)_Caution","C-Raf(MP05-739)","C-Raf_pS338","Caspase-7_cleavedD198_Caution","Caspase-8_Caution","Caveolin-1","CD20 _Caution","CD31","CD49b","CDK1","Chk1_Caution","Chk1_pS345_Caution","Chk2","Chk2_pT68_Caution","cIAP_Caution","Claudin-7","Collagen_VI","Cyclin_B1","Cyclin_D1","Cyclin_E1","Cyclin_E2_Caution","Di-Ras3_Caution","DJ-1","Dvl3","E-Cadherin","eEF2_Caution","eEF2K","EGFR","EGFR_pY1068_Caution","EGFR_pY1173","eIF4E","eIF4G_Caution","ER-alpha","ER-alpha_pS118","ERCC1_Caution","ERK2_Caution","ETS-1","FASN","Fibronectin","FoxM1","FOXO3a_Caution","FOXO3a_pS318_S321_Caution","FRA1_Caution","G6PD","Gab2","GAPDH_Caution","GATA3","GSK-3-BETA_Caution","GSK3-alpha-beta","GSK3-alpha-beta_pS21_S9","GSK3_pS9","HER2","HER2_pY1248_Caution","HER3","HER3_pY1289_Caution","Heregulin","HSP70_Caution","IGFBP2","INPP4B","IRS1","JAK2","JNK_pT183_Y185","JNK2_Caution","Ku80_Caution","Lck","MAPK_pT202_Y204","MDM2_pS166","MDMX_MDM4(BetIHC-00108)_Caution","MEK1","MEK1_pS217_S221","MIG-6","Mre11_Caution","MSH2","MSH6_Caution","mTOR","mTOR_pS2448_Caution","MYH11","Myosin IIa pS1943","N-Cadherin","N-Ras","NDRG1_pT346","NF-kB-p65_pS536_Caution","NF2_Caution","Notch1","P-Cadherin_Caution","p14 Arf(BetA300-340A)_Caution","p21","p27","p27_pT157_Caution","p27_pT198","p38 alpha MAPK","p38_MAPK","p38_pT180_Y182","p53_Caution","p62 Lck ligand_Caution","p70S6K","p70S6K_pT389","p90RSK_Caution","p90RSK_pT359_S363_Caution","p90RSK_pT573_Caution","PAI-1","PARP_cleaved_Caution","Paxillin_Caution","PCNA_Caution","PDCD4_Caution","PDK1","PDK1_pS241","PEA15","PEA15_pS116","PI3K-p110-alpha_Caution","PI3K-p85","PKC-alpha","PKC-alpha_pS657_Caution","PKC-delta_pS664","PKC-pan_BetaII_pS660","Porin","PR","PRAS40_pT246","PRDX1","PREX1","PTEN","Rab25","Rad50","RAD51","Raptor","Rb_Caution","Rb_pS807_S811","RBM15","Rictor_Caution","Rictor_pT1135","RSK1-2-3_Caution","S6_pS235_S236","S6_pS240_S244","SCD1","SETD2_Caution","SF2","Shc_pY317","SHP-2_pY542_Caution","Smac_Caution","Smad1","Smad3","Smad4","Snail_Caution","Src","Src_pY416_Caution","Src_pY527","STAT3_Caution","STAT3_pY705","STAT5-alpha","Stathmin","Syk","TAZ","TFRC","TIGAR","Transglutaminase","TSC1_Caution","TTF1","Tuberin","Tuberin_pT1462","VAV1_Caution","VEGFR2","VHL_Caution","XBP1_Caution","XRCC1_Caution","YAP_Caution","YAP_pS127_Caution","YB-1","YB-1_pS102"
"HS852T_SKIN",-0.378251,-0.04877,-0.359284,-0.151417,0.39707,0.134191,0.159733,-0.536555,0.101191,-0.340589,-1.313838,-0.565191,-0.42342,-0.299997,0.221867,1.307756,0.9198,0.409029,0.106143,0.013309,0.951306,0.288749,0.453383,0.41782,-0.52088,-0.134435,-0.009577,0.267607,-0.459323,0.044762,0.684782,1.23554,0.123846,0.028385,0.277361,0.38454,1.335041,0.065241,-0.272611,-0.627346,0.013014,0.203995,-0.559116,-0.100328,-0.214241,-0.722854,0.14633,-0.106453,0.142427,-0.671996,-0.37713,1.348707,-0.280368,-0.083295,1.966763,0.302162,0.040505,0.105882,-0.195691,-0.117814,0.044956,-0.672188,-0.222161,0.126279,0.371161,-0.184529,-0.20606,-0.124267,-0.205321,-0.115438,-1.86766,0.255824,0.206125,0.410082,-0.334452,-0.176982,-0.253412,-0.264596,0.046119,-0.262859,-0.239314,0.356329,0.406334,-0.367832,1.83264,0.184135,-0.434533,0.251072,1.051142,-0.993503,1.711812,-0.381275,-0.886185,0.210028,-0.00545,0.46392,0.64778,-0.456847,-0.290874,0.565948,-0.065166,0.153728,-0.039589,0.006175,-0.08885,-0.252481,-0.602131,-0.024114,-0.183261,-0.413328,-0.707622,1.526474,0.519893,-0.444551,0.300138,0.368637,-0.051066,0.022649,-0.132361,-0.301509,-0.414935,0.319419,0.026286,-0.021195,0.815937,-0.069966,-0.081854,0.380391,0.47484,1.525702,-0.295224,0.533934,0.253491,-0.483528,-0.03718,-0.01886,0.214436,0.044728,0.146024,-0.363371,1.773793,0.05274,1.293225,-0.074635,0.111373,1.020318,1.820859,-0.332478,0.136653,0.368372,-0.133727,0.168654,0.135232,0.786964,0.472441,-0.214063,-0.180687,0.283613,0.070927,-0.120822,0.589775,-0.103785,-0.061997,0.03531,-0.286495,0.355616,1.09045,-0.87481,-0.30988,0.208469,-0.467866,-0.171365,0.206886,-0.639956,0.650854,0.887837,-0.319032,-0.141619,0.232399,0.69388,0.177506,-0.404492,-0.32917,-0.191504,-0.700149,-0.176336,0.066204,0.243491,0.241856,-0.326128,-0.252508,-0.260433,0.421124,0.465543,-0.768096,0.106857,-1.654795,0.569392,-0.47264,0.348034,-0.158599,0.112259,0.617227,-0.353805,0.315665,0.046528,-0.175726,-1.710258,-0.512102,0.001177,0.211708,0.423542,-0.07175,0.427958
"HS939T_SKIN",-0.190335,0.099124,0.157754,-0.132,0.53278,0.419006,0.103373,-1.200104,-0.093548,-0.929692,-0.457535,0.075316,0.048974,0.682586,1.079038,1.487844,1.049385,-0.396502,-0.405106,-0.458921,-0.340378,-0.394715,-0.188326,0.13786,0.725679,0.213157,0.250347,0.196382,0.074023,0.0065,0.570934,0.510988,-0.355081,0.06295,-0.945441,-0.018464,-0.085675,-0.056197,-1.144074,-0.631094,-0.343577,0.185275,0.588144,-0.298248,-0.028325,-0.212727,0.117993,-0.039198,-0.173369,-0.060687,0.1951,0.61811,-0.060235,-0.083913,-0.731792,0.341312,-0.017814,0.133659,-0.417406,-0.215118,0.257397,-0.437615,-0.156505,-0.045221,0.211356,-0.060972,0.095011,-0.001892,-0.025522,-0.392865,-1.240442,0.043868,-0.3354,-1.237264,-0.813315,-0.087962,0.005844,0.33951,-0.06774,0.021226,-0.061528,0.482539,0.03396,0.297847,1.991394,0.239136,0.102931,0.138271,1.515078,0.37647,0.980103,0.572664,-0.486149,0.093272,0.058309,0.830502,0.985337,-0.05699,-0.335745,1.498332,-0.163085,-0.093031,-0.125604,-0.455292,-0.037975,-0.401102,0.205428,-0.331756,-0.038415,-0.285864,-0.525309,0.97052,0.582118,0.210262,-0.034132,0.828966,-0.040899,-0.037652,-0.217827,-0.516781,-0.082785,0.182791,-0.028553,-1.102757,0.001241,-0.096064,1.585491,0.986564,0.110214,0.912863,-0.386045,-0.177129,0.980562,-0.163413,-0.098462,0.287784,0.08754,0.263029,0.046767,-0.488027,1.742255,-0.263619,1.04123,-0.298202,0.107964,0.745922,1.403593,-0.109521,0.423031,-0.073162,0.080219,-0.104823,-0.042589,0.444012,0.007415,-0.112821,0.495518,-0.48912,-0.72124,-0.025911,0.443685,0.293717,-0.158069,0.536742,-0.187283,0.921518,-3.134019,-0.402247,-0.539285,-0.293388,0.022805,0.136357,0.550953,0.145664,0.033439,0.650637,-0.41263,2.024966,2.231085,0.168858,-0.099201,-0.014426,-0.400975,-0.597233,-0.109261,-0.315478,-0.105432,-0.011341,0,-0.214306,0.346254,-0.075291,0.028061,-0.125068,1.099329,-0.291254,0.337433,0.458262,0.312505,0.297257,-0.374796,0.512603,0.116105,0.040104,0.111905,-0.237236,-1.233986,-2.255526,0.162754,-0.009007,0.09969,0.589071,0.718483,0.643554
"HT1197_URINARY_TRACT",0.313657,0.15521,0.725421,-0.836425,-0.748566,-1.019693,-0.584359,-1.22124,-0.313305,-0.698745,-0.89657,-1.318884,-0.047177,-0.002609,0.30666,0.145813,0.14123,0.78876,-0.042,-0.648659,2.974024,0.026311,-0.348458,-0.390064,-0.699923,0.133296,0.003792,-0.016371,0.010857,-0.560757,0.950351,-0.769095,0.74488,-0.21742,2.614722,0.444032,1.784208,0.286081,-0.020369,0.005898,0.6229,0.054503,-0.325409,-0.218333,-0.054902,0.693456,-0.858577,-0.467549,-0.109528,-0.36292,-0.268169,-1.401974,0.1746,-0.517046,1.506546,0.470007,-0.713536,-0.056975,-0.287457,-0.312039,-0.14673,3.643297,-0.020172,-0.321362,1.063522,1.911205,-0.363302,-0.109417,0.006136,0.843515,4.785393,0.470999,0.177024,1.599042,-0.6337,-0.010677,-0.43834,-0.223402,-0.419747,-0.116657,0.256725,1.090223,0.693356,0.074655,3.34729,-0.21965,0.393712,0.043299,0.199991,-0.535889,2.184449,0.05164,2.452655,0.120249,0.105283,0.47345,0.761878,-0.085552,-0.312934,0.668241,-0.012344,-0.294645,0.000527,-0.631799,-0.543288,-0.675777,0.189754,0.85469,0.796787,-0.145447,0.705663,-0.512069,1.723135,-0.04937,-0.203993,0.308235,0.413505,-0.187453,-0.416878,-0.10579,0.5972,0.406503,0.615582,2.405548,0.066549,-0.32929,-0.477731,0.601109,-0.325021,0.367354,0.289816,-0.430248,0.801219,-0.354146,-0.432535,-0.035062,-0.016577,0.155522,0.003186,0.701309,-0.839327,-0.420209,-0.083806,0.608095,-0.283948,-0.405276,1.342621,-0.251887,2.382289,0.907045,0.593727,0.072471,-0.001734,0.435885,0.916351,-0.36195,1.120636,-0.27882,-2.088822,-0.422148,-0.547936,-1.007448,-0.147951,-0.405363,0.210462,-0.54855,-0.29846,1.898618,0.624273,-0.246057,0.444473,-0.267822,-1.192384,0.264985,0.26964,0.075916,0.899239,0.649036,0.885731,0.131398,0.639301,0.196938,-0.205217,-0.639349,0.417411,-0.189142,0.011594,-0.495888,-0.00528,0.141638,-0.748488,0.404292,0.1095,-0.002343,-0.299,-0.399367,-1.075607,-0.333697,1.972275,0.428778,1.967847,0.075284,0.717194,0.49907,-0.15673,-0.468231,2.244517,-0.70503,-0.056332,0.268087,1.006777,1.917801,0.015261,-0.268041
"HT144_SKIN",0.398198,0.087065,0.032612,0.04376,0.319008,0.242481,-0.049747,-0.602359,-0.487843,0.04102,0.081382,0.581564,-0.03745,-0.563741,1.148114,2.265333,1.957661,-0.254277,0.423633,-0.323335,0.835745,-0.398031,-0.215058,-0.66908,-3.337639,0.055362,-0.17174,-0.103392,-0.10717,0.056452,0.923649,0.309351,0.379165,0.157472,-0.156474,0.188962,-0.083613,-0.068092,-1.382761,-0.952014,-0.224915,-0.513218,-0.147399,-0.395349,-0.202287,-0.658678,0.758071,0.303975,-0.149854,-0.452816,0.237575,2.331617,0.19829,-0.452111,-0.077676,0.298827,-0.368082,0.058755,0.00878,-0.533776,-0.064189,-0.700509,-0.391064,-0.129856,-0.310338,0.303211,0.214023,-0.220412,0.07499,-0.019286,-1.39609,2.13742,-0.448845,-0.950362,-1.397348,-0.183775,-0.028748,-0.00749,-0.242988,-0.011611,0.292445,0.927601,0.91041,0.328415,1.798375,-0.059718,-0.377472,0.000359,0.575616,0.208661,0.76876,1.684926,-0.674326,0.204017,0.357401,0.700052,1.159025,0.571796,-0.3821,1.479863,-0.079254,-0.032743,-0.021046,0.533132,-0.515655,-0.251749,-0.142682,-0.645019,0.061423,0.662377,-0.403655,-0.837952,0.756743,0.266744,0.262656,1.223763,-0.205483,-0.267545,-0.277995,0.212377,0.364294,0.428365,0.043318,0.663525,0.523774,-0.330668,3.19494,0.86096,1.273089,0.478816,-0.142156,-0.43922,0.049545,-0.162403,-0.223708,-0.257271,-0.079677,-0.108775,-0.603637,-0.206338,-0.29651,-0.053762,0.284294,-0.101751,0.043413,0.216311,-0.45821,-0.470991,0.948478,-0.144455,0.025846,0.437875,0.33995,0.448708,1.84391,0.095851,0.360879,0.313391,0.053808,0.301353,0.231187,-0.253743,-0.1763,0.599911,-0.121926,0.847957,-0.656155,-0.736525,0.07749,-0.08166,0.288359,0.373378,0.929725,-1.066906,0.176615,0.371164,-0.375807,0.741984,1.266964,0.090537,-0.168706,-0.539023,-0.476625,-1.282697,0.146961,-0.266713,0.102793,-0.296905,1.10728,-0.160261,-0.795512,-0.494598,0.497935,-0.271894,1.25637,-0.491419,-2.12494,0.985299,0.71354,0.251382,0.566367,0.064199,0.776691,0.584008,0.834782,-0.352444,-0.383506,-2.41852,0.527938,-0.144623,-0.442715,-0.332191,-0.076578,0.133833
"HUH1_LIVER",0.240943,-0.297538,-0.412291,-0.58816,-0.346713,0.338121,-0.141572,-0.023947,-0.116741,0.609856,0.301727,0.325826,-0.030267,0.072867,-1.395558,-1.066851,-0.572002,-0.403004,-0.029017,-0.539891,-0.212594,0.274181,0.445766,0.124891,-0.490437,-0.074047,-0.293373,0.088627,0.069574,0.092111,-0.02378,-0.572662,0.484786,-0.154311,-0.100533,0.060406,-0.036615,-0.023482,-0.343519,0.023411,0.397644,0.493033,-0.197524,-0.123532,-0.09307,0.378876,-0.3498,-0.207032,-0.005721,0.029494,0.293932,-2.022543,0.305736,-0.011553,-0.097368,0.267427,0.185916,0.171082,0.029303,0.059025,-0.095395,0.221232,0.108824,0.368791,1.030937,-0.811352,0.092825,-0.158904,-0.141913,-0.061753,1.238165,1.437195,-0.037042,0.313369,0.187558,-0.079086,-0.290746,0.351227,-0.11519,0.028358,0.007712,0.103281,0.670772,-0.172272,2.574313,-0.02562,-0.138377,-0.031608,-0.012485,3.591765,0.514673,0.028909,-0.077083,-0.715099,-0.645523,-0.134843,-0.221557,-0.572128,-0.402092,0.665552,-0.085848,0.045921,-0.232185,0.949792,-0.013326,0.233799,-0.418428,0.507728,-0.234712,-0.067939,0.191521,-0.893724,0.179579,-0.16831,0.032453,0.187732,0.360763,-0.151991,-0.605072,-0.306844,-0.479811,-0.031761,-0.033683,0.224094,0.535997,-0.213758,-0.166299,0.601905,-0.153497,0.004171,-0.073968,1.268522,-0.020163,-0.315233,0.038505,-0.06125,0.117613,0.180468,0.555746,0.267956,2.058725,-0.320919,-0.271908,-0.320816,0.149279,0.426674,2.266318,-0.126896,-0.468734,-0.242237,-1.346372,-0.24533,-0.398395,-0.179381,2.502274,-0.470781,-0.325462,-0.243289,-0.139778,-0.080195,0.006742,1.494208,-0.068227,0.185511,0.4354,-0.509882,0.441387,0.944199,-0.352448,0.195372,-0.4133,0.076692,0.305722,0.047746,-0.172164,0.000614,-0.321563,0.890226,1.219128,0.828152,0.663361,-0.244636,0.163686,0.221071,-0.614259,0.107211,0.038543,-0.264122,0.512283,0.634201,-0.153481,0.468966,-0.197109,-0.001138,-0.557956,-0.45337,-0.925105,-0.080588,1.08867,0.240246,0.622669,-0.429199,0.48429,-0.949307,-0.12428,-0.112658,1.038931,2.633356,0.037326,-0.172086,-0.274925,-0.97266,0.241952,0.2767
"HUPT3_PANCREAS",0.070137,-0.158136,0.136621,0.346511,-0.62903,-0.892673,-0.108251,-0.043548,0.083976,0.232007,1.215197,0.736637,0.379835,-0.141036,0.169455,-0.822935,-0.602439,0.376074,-0.443465,-0.550734,1.451415,0.759296,-0.128461,-0.314671,-0.83355,0.24816,0.129803,-0.15489,-0.254901,0.019671,-0.540824,0.521787,-0.107899,0.173676,-0.122266,-0.032874,0.020635,-0.291322,1.365043,0.849262,0.509827,-0.248217,-0.045548,0.59096,-0.039264,-0.312121,0.059343,-0.040756,-0.132316,-0.03623,0.555818,-0.561953,-0.051563,0.234733,1.341061,0.008196,-0.302129,-0.125433,-0.087171,-0.103886,-0.197924,3.091293,-0.942372,0.699157,-0.195714,0.104674,-0.075809,0.107385,0.440426,-0.507066,3.725257,-0.017266,0.2304,0.451703,0.223713,-0.157956,0.295676,-0.511129,0.183235,-0.350099,-0.035856,-0.106669,-0.184518,-0.255749,-0.487277,-0.073353,0.152372,-0.085379,1.579531,-0.276284,-0.715162,-1.321079,-0.224802,-0.009139,-0.242126,-1.653694,-1.458179,0.499346,0.012184,0.099255,-0.303571,0.078551,0.618597,-0.442834,0.170136,0.035484,-0.623163,-0.154082,-0.015986,-0.38452,-0.249291,-0.896998,-0.610792,-3e-05,0.26535,-0.114375,0.599791,0.154541,0.216824,-0.013132,0.56397,-0.177792,0.2782,-3.384955,-0.22041,0.425595,0.793852,-0.006711,-0.712182,0.016276,0.552923,-0.283007,-0.864162,0.456952,0.197872,-0.274702,0.060573,-0.629092,-0.964013,0.374077,0.389853,0.402632,-0.228555,0.588843,-0.250851,-0.589769,0.47749,-0.098862,0.647667,-0.607971,-1.035206,0.638889,0.251634,0.239678,0.060694,0.011493,-0.055913,-0.748616,-1.013782,-0.265966,-0.615567,-2.219852,0.121239,-0.638893,0.451639,0.046428,-0.318832,1.01095,0.565731,0.082422,-0.16552,-0.108478,0.354313,-0.593791,0.309221,-0.24809,0.924355,-1.223701,-1.391706,-0.005446,0.881242,-0.535396,0.242917,0.002912,0.99383,-0.147762,-0.200548,-0.194899,0.019352,0.53586,-0.399253,0.048073,0.203389,0.147997,0.962559,0.395475,2.392157,0.042162,-0.235802,0.015949,0.3333,0.415437,-0.035869,0.209961,-0.162277,4.04456,1.56376,-0.581075,-0.225392,-0.416691,-0.092131,-0.863419,-0.028714,-0.422557
"HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.268997,-0.060281,-0.137881,-0.398729,-0.095622,-0.533905,0.054245,-0.573022,-0.162968,-0.691478,-0.245375,0.495423,-0.277691,0.307272,-0.292745,-0.352944,-0.638833,-0.871482,-0.272339,-0.539644,-0.882534,0.289604,-0.332208,0.410749,0.171905,0.794286,0.364696,0.180617,-0.152416,0.399812,0.078653,0.57821,0.003209,0.205733,-4.186375,-0.037112,-1.754644,-0.320135,2.249114,1.871478,0.03932,0.656002,-0.296228,0.046062,-0.001437,1.320054,0.661384,0.334851,0.174268,3.649359,0.388001,-2.90427,-0.57619,0.049906,-1.131723,-0.183964,1.320093,0.520474,-0.012745,0.10583,0.784527,-0.610463,0.262841,0.684525,-0.113512,0.680296,0.135913,0.160448,0.34712,-0.344312,-1.145793,0.193368,1.157307,-1.825644,-0.547628,-0.024172,0.491686,0.546672,-0.174683,-0.116128,-0.325266,0.154611,0.701127,-0.139181,0.879069,0.518178,0.467406,0.137881,-0.478907,-0.429794,0.390062,-1.356087,2.228587,0.1092,0.069055,-0.182202,-0.338897,-2.105246,-0.727156,-0.25906,-0.038786,-0.306015,-0.01885,0.32021,-0.00926,-0.61496,-0.249626,0.529023,-0.092213,-0.11845,2.703253,-1.235414,-0.509447,-0.514167,0.781693,-0.061503,-0.24566,0.058161,0.79353,0.420582,-0.063389,-0.034372,0.355095,-0.674869,-0.738629,0.24581,-0.426199,0.567044,-0.015267,0.417788,-0.56325,-0.500313,0.002783,-0.199902,0.089088,0.308178,0.557993,0.667089,0.54656,-0.463369,0.077367,0.711345,-0.230318,0.401058,0.100532,-0.126012,3.356253,-0.18258,-0.247934,0.531337,-0.239361,-0.265914,-0.194196,-0.619014,-0.144659,0.505479,1.665425,0.115225,0.30884,0.028899,0.335607,0.044997,-0.01805,0.155407,0.155748,0.936101,0.599161,0.060479,0.264602,0.355944,0.08369,-0.918177,-2.299291,-0.058465,0.058346,0.144214,0.336314,-0.639303,-0.188454,-0.257789,0,-0.115289,-0.45679,0.447328,-0.126634,-0.438963,0.161393,-0.002643,0.322236,-0.952576,2.378049,-0.627405,0.778901,1.358316,2.346707,0.657147,-1.736436,-0.099573,0.857329,0.01363,-0.331983,-0.342393,-0.260483,-0.130782,-0.466919,5.47588,-0.561973,-0.500953,-0.261494,0.358679,-0.951686,-3.247388,-0.151424,-0.145426
"IALM_LUNG",-0.012714,-0.260661,0.064576,0.285034,0.116522,0.389277,0.053948,0.74649,-0.324492,-0.540326,-0.42091,-0.34331,0.002951,0.380033,-0.157895,-0.827049,-0.333067,0.33823,0.177304,-0.966032,0.003397,0.319255,-0.142655,0.637539,0.932305,0.641888,0.263163,0.140481,-0.168848,0.107978,-0.211042,-0.292586,-0.045251,0.033695,0.738282,-0.089233,-0.864834,-0.034444,-1.464246,-1.075493,-0.128561,0.881652,-0.143674,0.185401,-0.024092,0.314998,0.461785,0.313999,0.173751,-0.534669,-0.538646,2.877565,-0.217519,-0.078087,1.613579,0.221134,-0.532444,-0.179418,-0.731437,-0.162936,0.046979,0.352793,0.617977,-0.722523,-0.12565,0.025289,-0.525994,-0.009663,-0.211997,-0.083369,-0.998333,-0.22191,-0.023524,1.488866,1.699889,0.140778,0.013724,0.179023,-0.131498,-0.170295,-0.321552,-0.935673,0.030938,-0.627993,1.101051,0.491729,-0.188233,-0.076789,0.981881,-0.750617,0.45448,1.770714,-0.013148,-0.281641,-0.001743,-0.436524,-0.352801,0.424082,0.775613,-0.010856,-0.184763,0.246689,0.044027,-0.871606,-0.109487,0.312042,0.000658,0.523125,0.234186,-0.290525,-1.210035,0.576901,-0.778094,-0.199196,0.377605,0.66952,1.241515,-0.053863,-0.104659,-0.313539,-0.401249,-0.065564,0.023969,-0.182177,0.619709,-0.186096,-0.960656,0.83644,0.296948,0.5395,0.380375,0.919422,-0.006514,0.381948,0.030116,-0.153602,0.152596,0.206086,1.034259,-0.623994,-0.964483,0.541125,0.173453,-0.628275,0.170791,0.348438,3.782173,-0.016761,1.184493,-0.584529,0.037121,-0.027591,0.118705,0.270123,-0.282159,0.077303,-0.457801,1.533783,1.66465,0.581678,0.473458,1.466784,-0.110568,-0.129843,0.092119,-0.262836,-0.551912,-0.492382,-0.164339,-0.72208,-0.04363,-0.255892,-0.880751,-0.26348,0.491787,0.110538,-0.72936,-0.434326,-0.521602,-0.486714,0.428798,-0.184689,0.423697,0.41563,0.819863,0.346579,-0.24712,-0.049977,-0.143036,-0.158126,0.007687,0.37401,-0.048552,0.09883,-0.062147,-0.107638,-1.630199,0.244543,-0.078832,0.269424,0.455121,0.512916,0.298493,0.220326,-0.235393,0.002197,0.274729,0.383211,-0.462223,-0.023078,0.794703,1.270044,-0.158357,1.2e-05
"IMR32_AUTONOMIC_GANGLIA",-0.055077,0.303137,-0.169772,1.026376,0.128872,0.471531,0.459593,0.671795,-0.323708,0.417033,-0.12613,-0.114227,0.022302,-0.171094,0.507121,-0.907814,-0.505543,-0.59076,0.281434,0.563348,-2.206469,-0.867123,-0.118681,1.425673,0.404737,0.275775,-0.125017,0.192834,0.337236,0.558783,0.4029,1.442008,0.657687,-0.081636,0.103267,0.179349,0.201547,0.236993,0.000539,-0.083231,-0.189933,-0.040032,3.70977,-0.624992,0.061933,-0.561209,1.044616,0.922215,0.098384,0.57493,-0.866769,-3.122501,0.073484,-0.208869,-0.987838,-0.683861,0.253082,0.298175,0.2002,-0.198943,-0.015342,-0.281132,-0.380749,-0.331754,1.0184,-0.951526,-0.042434,-0.282045,-0.432367,0.671903,-1.375814,0.653164,0.400149,-0.609267,-0.938866,0.052818,0.152721,-0.067776,-0.212484,0.306245,-0.216673,-0.200079,0.380295,0.898778,-1.371629,0.336697,0.269456,0.019033,-0.240436,-1.241327,1.357622,0.862602,3.166459,0.101945,0.212518,-0.524478,-0.374495,-1.049494,-0.694048,-0.735805,0.206557,0.384878,0.240264,0.610396,-0.226197,0.243728,-0.123285,-0.075692,-0.225165,0.83741,-0.46812,-0.125384,0.889114,1.142672,0.140117,-0.207146,-0.11256,0.007609,0.569256,1.505579,0.095266,-0.434508,-0.077015,-1.83837,0.475932,-0.01552,-0.496531,-0.728007,0.321919,-0.985083,-0.330768,-0.451824,-0.897196,0.232949,0.082437,-0.140177,0.142753,0.477245,-0.259862,-0.502578,-2.064861,1.267855,-0.283901,-0.978396,0.181293,-0.891354,-0.803067,1.169683,-0.060747,0.303805,-0.230074,0.024043,-0.159355,-0.240294,0.728445,0.079377,-0.648136,2.352041,1.52964,0.861791,0.56573,0.662695,0.119217,0.089053,-0.469411,-0.055727,0.570316,-0.114172,0.214887,0.54493,1.429432,0.495841,0.931132,0.256345,0.107164,-0.301768,-1.410132,-3.299056,-2.522047,-0.015971,0.031641,0.109986,-0.335167,-0.275559,0.726889,0.383308,0.543969,1.015664,0.112164,-0.444265,0.589933,0.580242,0.380901,-0.39576,-0.769274,0.519167,-1.688344,-0.320414,0.817913,-0.690729,-0.493619,-0.111237,0.58235,0.367954,0.079438,-0.237835,-1.186308,-1.718828,0.201698,0.479672,-1.116271,-2.661533,0.083895,-0.183359
"IPC298_SKIN",-0.035421,0.117644,0.55215,0.755951,1.115498,1.241312,0.741515,-0.590699,-0.195914,1.04745,0.57799,-0.285747,0.145711,-0.526991,0.942874,-0.947547,-0.86928,-0.39088,0.460184,1.169933,-0.114038,-0.176247,-0.046564,0.545123,1.959964,0.315266,-0.027178,0.271189,-0.127926,0.162486,-0.562992,0.037548,-0.538664,0.24734,-1.424072,0.053502,-0.037651,-0.139186,-1.974235,-1.134464,-0.20444,-0.215123,1.340978,-0.199895,-0.064922,0.56101,0.616824,0.36581,0.418965,-0.609076,-0.345919,-1.029427,-0.093142,0.003934,-0.731662,0.426183,0.60088,0.424005,0.480451,0.111814,0.050066,-0.565709,-0.066152,0.91781,-0.400111,0.127631,0.076379,-0.008339,0.321356,0.428897,-1.447834,0.477455,1.189933,-1.323431,-0.883091,-0.05854,-0.041952,0.62857,0.06999,0.030113,-0.15681,0.617316,0.011586,1.104249,-0.295809,1.056079,-0.27715,-0.002228,1.155662,-0.52375,2.794559,1.180323,-0.462936,0.435869,0.269661,0.584008,0.809606,-0.620168,-0.616886,1.382819,-0.097924,-0.327036,-0.186578,-0.86998,-0.06111,-0.024486,0.143146,-0.585028,-0.473599,0.434722,-0.803549,0.443648,-0.516958,-0.128474,0.207242,0.075277,-0.226748,-0.089747,-0.04683,0.06895,0.268811,-0.021071,-0.264219,-0.192675,-0.220188,0.06283,0.744665,1.855162,0.229155,-0.553696,-0.845121,2.305254,-0.136514,-0.210535,-0.088945,0.231857,0.073414,0.324441,-0.097239,-0.654232,0.059714,-0.199743,-0.371433,0.194549,0.326853,0.532636,-0.532167,-0.086633,0.741914,0.021666,0.388108,-0.23775,-0.178103,0.076904,-0.109624,0.358203,0.835125,-0.282533,-0.414307,0.002626,0.572891,-0.231488,-0.198973,0.260779,-0.31149,-0.203352,0.390865,-0.430329,-0.328172,0.406687,0.143459,0.504957,1.54459,-0.333199,0.153808,0.343876,0.493254,0.119094,0.274313,0.435267,-0.184547,-0.108428,-0.549565,-0.764595,0.094268,-0.135668,-0.254305,-0.282242,0.108053,-0.167728,0.863154,0.764159,-0.391465,-0.905438,2.204246,0.160681,0.98701,-0.093001,-0.677862,0.392301,-0.278132,0.075682,0.361985,-0.055018,0.186629,-0.283152,-1.822613,-2.354993,0.034199,0.757402,0.09898,0.511152,0.132773,0.303151
